,lblKitaname,lblEinrichtungsart,lblTraegerName,lblTraegerart,lblStrasse,lblOrt,HLinkEMail,HLinkWeb,lblOeffnungMontag,lblOeffnungDienstag,lblOeffnungMittwoch,lblOeffnungDonnerstag,lblOeffnungFreitag,lblOeffnungSonnabend,lblOeffnungSonntag,lblPaedSchwerpunkte,lblPaedAnsaetze,lblMehrsprachigkeitText,lblMehrsprachigkeit,lblThemSchwerpunkte,lblBesondereAngebote,GridViewFreiPlaetze,GridViewPlatzstrukturen_Altersmischung,GridViewPlatzstrukturen_angeboten,GridViewPlatzstrukturen_frühestes Aufnahmealter in Monaten,GridViewPlatzstrukturen_unter 3 Jahre,GridViewPlatzstrukturen_über 3 Jahre,PLZ,Ort,Stadtteil,lat,lon,address_zum_vergleich_nochmal
439179,Kita Cheburashka - Wisbyer Straße,Kindertagesstätte,Cheburashka gGmbH,(Sonstiger freier Träger),Wisbyer Str. 36 - 37,13189 Berlin (Pankow),wisbyer@kitacheburashka.de,,Mo 07:30-18:00,Di 07:30-18:00,Mi 07:30-18:00,Do 07:30-18:00,Fr 07:30-18:00,,,Körper und Bewegung,,Mehrsprachigkeit,deutsch - englisch,,,Nein, ,32,12,10,22,13189,Berlin,Pankow,52.5511068,13.4298352,"Wisbyer Straße, Kollwitzkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland"
701,Kita Erich-Weinert-Str. 33/Kigä NordOst,Kindertagesstätte,Kindergärten NordOst,(Eigenbetrieb),Erich-Weinert-Str. 33 ,10439 Berlin (Pankow),kindergarten.erich-weinert-strasse@kigaeno.de,,Mo 06:30-17:30,Di 06:30-17:30,Mi 06:30-17:30,Do 06:30-17:30,Fr 06:30-17:30,,,Körper und Bewegung,,,,,,Nein, ,48,0,45,3,10439,Berlin,Pankow,52.551166,13.419207,"33, Erich-Weinert-Straße, Arnimkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland"
380279,EKT Berliner Stadtmäuse,Eltern-Initiativ-Kindertagesstätte,EKT Berliner Stadtmäuse e. V.,(Sonstiger freier Träger),Transvaalstr. 20 ,13351 Berlin (Mitte),,,Mo 08:00-16:00,Di 08:00-16:00,Mi 08:00-16:00,Do 08:00-16:00,Fr 08:00-16:00,,,,,,,,,Nein, ,25,0,10,15,13351,Berlin,Mitte,52.5511979,13.3401127,"20, Transvaalstraße, Afrikanisches Viertel, Wedding, Mitte, Berlin, 13351, Deutschland"
803,EKT - Auenland,Eltern-Initiativ-Kindertagesstätte,Arbeitskreis Fidele Pädagogik e.V.,(EKT),Zingster Str. 12 ,13357 Berlin (Mitte),,,Mo 07:30-17:00,Di 07:30-17:00,Mi 07:30-17:00,Do 07:30-17:00,Fr 07:30-17:00,,,Waldorf,,,,,,Nein, ,40,0,10,30,13357,Berlin,Mitte,52.5512131,13.3891799,"Kindergarten Auenland, 12, Zingster Straße, Gartenstadt Atlantic, Gesundbrunnen, Mitte, Berlin, 13357, Deutschland"
2367,Kita A13,Kindertagesstätte,Deutscher Kinderschutzbund Landesverband Berlin e. V.,(Sonstiger freier Träger),Amsterdamer Str. 13 ,13347 Berlin (Mitte),kita@kinderschutzbund-berlin.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,,,,,Nein, ,40,12,12,28,13347,Berlin,Mitte,52.5515046,13.3574911,"13, Amsterdamer Straße, Leopoldkiez, Wedding, Mitte, Berlin, 13347, Deutschland"
64,Kita Drieselmäuse,Kindertagesstätte,Forum Soziale Dienste GmbH,(Sonstiger freier Träger),Driesener Str. 24 ,10439 Berlin (Pankow),kita.drieselmaeuse@forum-soziale-dienste.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,,,,,Nein, ,65,0,30,35,10439,Berlin,Pankow,52.5515428,13.4055847,"24, Driesener Straße, Arnimkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland"
104,Kita der Kath. Kirchengem. Heilige Familie,Kindertagesstätte,Kath. Kirchengemeinde Heilige Familie,(Deutscher Caritasverband),Kuglerstr. 40 ,10439 Berlin (Pankow),kita.heilige.familie@t-online.de,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,,,,,,,Nein, ,120,12,30,90,10439,Berlin,Pankow,52.5517175,13.4204546,"40, Kuglerstraße, Kollwitzkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland"
1205,EKT - Die kleinen Chaoten,Eltern-Initiativ-Kindertagesstätte,DIE KLEINEN CHAOTEN e.V.,(EKT),Liebenwalder Str. 44 ,13347 Berlin (Mitte),,,,,,,,,,,,,,,,Nein, ,23,0,3,20,13347,Berlin,Mitte,52.5518783,13.3611001,"44, Liebenwalder Straße, Leopoldkiez, Wedding, Mitte, Berlin, 13347, Deutschland"
405129,Kita Anton und Lola,Kindertagesstätte,"FZH Frei-Zeit-Haus Weißensee
gemeinnützige GmbH",(Sonstiger freier Träger),Pistoriusplatz 22 ,13086 Berlin (Pankow),info@frei-zeit-haus,www.frei-zeit-haus.de,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,,,,,,,Nein, ,20,0,7,13,13086,Berlin,Pankow,52.5519832,13.451696,"22, Pistoriusplatz, Holländerviertel, Weißensee, Pankow, Berlin, 13086, Deutschland"
944,Groni-Weddinger Kinder- u.Jugendzentrum,Eltern-Initiativ-Kindertagesstätte,Weddinger Kinder- und Jugendzentrum e.V.,(EKT),Malplaquetstr. 24 ,13347 Berlin (Mitte),gronikinder@hotmail.com,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,,,,,Nein, ,15,24,6,9,13347,Berlin,Mitte,52.5520337,13.3569699,"24, Malplaquetstraße, Leopoldkiez, Wedding, Mitte, Berlin, 13347, Deutschland"
2291,Evangelische Stephanus-Kita,Kindertagesstätte,Stephanus Bildung gGmbH,(Sonstiger freier Träger),Albertinenstr. 20 -23,13086 Berlin (Pankow),brigitte.tedeski@stephanus-stiftung.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,,,,,Nein, ,51,12,18,33,13086,Berlin,Pankow,52.5521171,13.4593795,"Albertinenstraße 20-23, Albertinenstraße, Holländerviertel, Weißensee, Pankow, Berlin, 13086, Deutschland"
677229,Kita Knirpsmaus,Kindertagesstätte,"Trägerwerk Soziale Dienste in Berlin
und Brandenburg gGmbH
(TWSD in BB gGmbH)",(Sonstiger freier Träger),Kongostr. 46 ,13351 Berlin (Mitte),Kita.knirpsmaus@twsd-bb.de,,,,,,,,,,,,,,,Ja, ,35,0, , ,13351,Berlin,Mitte,52.552203,13.3462188,"46, Kongostraße, Afrikanisches Viertel, Wedding, Mitte, Berlin, 13351, Deutschland"
2072,Kita der Ev. Kirchengem. Weißensee,Kindertagesstätte,Ev. Kirchengemeinde Weißensee,(Diakonisches Werk),Max-Steinke-Str. 22 ,13086 Berlin (Pankow),weissensee.kita@kva-berlin.de,,Mo 06:30-17:30,Di 06:30-17:30,Mi 06:30-17:30,Do 06:30-17:30,Fr 06:30-17:30,,,,,,,,,Nein, ,50,0,0,50,13086,Berlin,Pankow,52.5523678,13.4494102,"22, Max-Steinke-Straße, Holländerviertel, Weißensee, Pankow, Berlin, 13086, Deutschland"
98,Kita Freche Früchtchen,Kindertagesstätte,KVPB Kindertagesstätten gGmbH,(Sonstiger freier Träger),Paul-Robeson-Str. 12 ,10439 Berlin (Pankow),frechefruechtchen@kvpb.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,,,,,Nein, ,60,0,28,32,10439,Berlin,Pankow,52.552623,13.4094616,"Kita Freche Früchtchen, 12, Paul-Robeson-Straße, Arnimkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland"
484179,Kindergarten Brüderchen & Schwesterchen,Kindertagesstätte,Stiftung Pro Gemeinsinn gGmbH,(Sonstiger freier Träger),Seelower Str. 21 ,10439 Berlin (Pankow),,,,,,,,,,,,,,,,Nein, ,24,0,0,24,10439,Berlin,Pankow,52.5526477,13.4106715,"21, Seelower Straße, Arnimkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland"
352129,EKT Paul-Robeson-Straße,Eltern-Initiativ-Kindertagesstätte,PIDA e. V.,(Sonstiger freier Träger),Paul-Robeson-Str. 30 ,10439 Berlin (Pankow),info@pidakinder.de,www.pidakinder.de,,,,,,,,,,,,,,Nein, ,30,12,13,17,10439,Berlin,Pankow,52.5526894,13.4049885,"30, Paul-Robeson-Straße, Arnimkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland"
122,Evangelische Kita Arche,Kindertagesstätte,Stephanus Bildung gGmbH,(Sonstiger freier Träger),Schönhauser Allee 104 ,10439 Berlin (Pankow),brigitte.tedeski@stephanus-stiftung.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,,,,,Nein, ,50,12,7,43,10439,Berlin,Pankow,52.552717,13.4138772,"Evang. Kindertagesstätte Arche, 104, Schönhauser Allee, Arnimkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland"
2344,Kita Kunterbunt,Kindertagesstätte,"Kinder in Bewegung gGmbH
Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports",(Sonstiger freier Träger),Gottschedstr. 27 ,13357 Berlin (Mitte),mail@kita-gottschedstrasse-27.de,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,Bewegung/Sport,,,,,,Nein, ,110,18,28,82,13357,Berlin,Mitte,52.55290495,13.3716498368,"27, Gottschedstraße, Gesundbrunnen, Mitte, Berlin, 13357, Deutschland"
468129,Kita Plappertasche,Kindertagesstätte,"FZH Frei-Zeit-Haus Weißensee
gemeinnützige GmbH",(Sonstiger freier Träger),Roelckestr. 24 ,13086 Berlin (Pankow),kinderladen-plappertasche@frei-zeit-haus.de,www.frei-zeit-haus.de,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-16:00,,,,,,,,,Nein, ,33,0,18,15,13086,Berlin,Pankow,52.5534354,13.4450824,"24, Roelckestraße, Holländerviertel, Weißensee, Pankow, Berlin, 13086, Deutschland"
1559,EKT - Doppelpünktchen,Eltern-Initiativ-Kindertagesstätte,Doppelpünktchen e.V.,(EKT),Oudenarder Str. 1B ,13347 Berlin (Mitte),vorstand@doppelpuenktchen.de,www.doppelpuenktchen.de,Mo 08:00-17:00,Di 08:00-16:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-16:00,,,,,,,,,Nein, ,17,18,2,15,13347,Berlin,Mitte,52.5535614,13.3653879,"1B, Oudenarder Straße, Leopoldkiez, Wedding, Mitte, Berlin, 13347, Deutschland"
2200,Kita Abenteuerland,Kindertagesstätte,Verein für ambulante Versorgung Hohenschönhausen e.V.,(Sonstiger freier Träger),Anna-Ebermann-Str. 25 ,13053 Berlin (Lichtenberg),kita-abenteuerland@vav-hhausen.de,www.vav-hhausen.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,,,,,Nein, ,216,0,80,136,13053,Berlin,Lichtenberg,52.5535796,13.5157942,"Kita/Verein f.ambul.Versorgg HSH e.V. Gehrenseestraße 6. Haus A, 25, Anna-Ebermann-Straße, Alt-Hohenschönhausen, Lichtenberg, Berlin, 13053, Deutschland"
2194,Evangelische Kita Arche Noah,Kindertagesstätte,"Ev. Kirchenkreisverband 
für Kindertageseinrichtungen Berlin Mitte-Nord
",(Sonstiger freier Träger),Malchower Weg 44 ,13053 Berlin (Lichtenberg),Archenoah.hsh@web.de,,Mo 07:00-17:30,Di 07:00-17:30,Mi 07:00-17:30,Do 07:00-17:30,Fr 07:00-17:30,,,,,,,,,Nein, ,39,0,0,39,13053,Berlin,Lichtenberg,52.55367,13.5036165,"44, Malchower Weg, Alt-Hohenschönhausen, Lichtenberg, Berlin, 13053, Deutschland"
635,Kita Malchower Weg  46/Kigä NordOst,Kindertagesstätte,Kindergärten NordOst,(Eigenbetrieb),Malchower Weg 46 ,13053 Berlin (Lichtenberg),kindergarten.malchower-weg@kigaeno.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Natur-und Umweltpädagogik,,,,,,Nein, ,85,0,32,53,13053,Berlin,Lichtenberg,52.5538623,13.5034663,"46, Malchower Weg, Alt-Hohenschönhausen, Lichtenberg, Berlin, 13053, Deutschland"
568229,Kita Elfenbein Spandau,Kindertagesstätte,Yargan gGmbH,(Sonstiger freier Träger),Streitstr. 9 - 11,13587 Berlin (Spandau),kitaelfenbein@web.de,,,,,,,,,,,,,,,Nein, ,50,0, , ,13587,Berlin,Spandau,52.5540617,13.2076303,"Streitstraße, Hakenfelde, Spandau, Berlin, 13587, Deutschland"
2373,EKT - Flohzirkus Wedding,Eltern-Initiativ-Kindertagesstätte,Flohzirkus Wedding e.V.,(EKT),Eulerstr. 10 ,13357 Berlin (Mitte),,,,,,,,,,,,,,,,Nein, ,18,0,4,14,13357,Berlin,Mitte,52.5541544,13.3918215,"10, Eulerstraße, Gesundbrunnen, Mitte, Berlin, 13357, Deutschland"
2708,EKT Kleine Himmelswolke,Eltern-Initiativ-Kindertagesstätte,Kleine Himmelswolke e.V.,(EKT),Türkenstr. 20 ,13349 Berlin (Mitte),kleinehimmelswolke@arcor.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,,,,,Nein, ,17,9,10,7,13349,Berlin,Mitte,52.5543457,13.3484958,"System Smoke, 20, Türkenstraße, Brüsseler Kiez, Wedding, Mitte, Berlin, 13349, Deutschland"
496229,Kita Gäblerstraße,Kindertagesstätte,Bund Deutscher PfadfinderInnen -Landesverband Berlin- e.V.,(Sonstiger freier Träger),Gäblerstr. 18 ,13086 Berlin (Pankow),,,,,,,,,,,,,,,,Nein, ,3,0,0,3,13086,Berlin,Pankow,52.5545202,13.4482733,"18, Gäblerstraße, Holländerviertel, Weißensee, Pankow, Berlin, 13086, Deutschland"
2057,"Integrationskindergarten ""EigenSinn""/Kigä NordOst",Kindertagesstätte,Kindergärten NordOst,(Eigenbetrieb),Falkenberger Str. 13 -14,13088 Berlin (Pankow),kindergarten.falkenberger-strasse@kigaeno.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Integration von Kindern mit Behinderung,,,,,,Nein, ,184,0,43,141,13088,Berlin,Pankow,52.5546328,13.4727298,"Städt. Kita Falkenberger Straße 13/14, 13/14, Falkenberger Straße, Weißensee, Pankow, Berlin, 13088, Deutschland"
699,Kita Osloer Str. 105D/Kigä City,Kindertagesstätte,Kindergärten City,(Eigenbetrieb),Osloer Str. 105D ,13359 Berlin (Mitte),Kita.Osloerstr105@ba-fk.berlin.de,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,,,,,,,Nein, ,90,12,20,70,13359,Berlin,Mitte,52.5547984,13.3811029,"105D, Osloer Straße, Gesundbrunnen, Mitte, Berlin, 13359, Deutschland"
202129,Kita Cheburashka-Pankow,Kindertagesstätte,Cheburashka gGmbH,(Sonstiger freier Träger),Thulestr. 42 ,13189 Berlin (Pankow),pankow@kitacheburashka.de,www.kitacheburashka.de,Mo 08:00-18:00,Di 08:00-18:00,Mi 08:00-18:00,Do 08:00-18:00,Fr 08:00-18:00,,,Körper und Bewegung,,Mehrsprachigkeit,deutsch - russisch,,,Nein, ,40,12,16,24,13189,Berlin,Pankow,52.554984,13.4223416,"42, Thulestraße, Pankow, Berlin, 13189, Deutschland"
2381,EKT Jo Jo,Eltern-Initiativ-Kindertagesstätte,Jo-Jo e.V.,(EKT),Schwedenstr. 3A ,13357 Berlin (Mitte),info@kinderladen-jojo.de,www.kinderladen-jojo.de,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,,,,,,,Nein, ,26,0,0,26,13357,Berlin,Mitte,52.5550792,13.3760756,"3a, Schwedenstraße, Gesundbrunnen, Mitte, Berlin, 13357, Deutschland"
596,Kita Märchenland,Kindertagesstätte,Orte für Kinder GmbH,(Sonstiger freier Träger),Bornholmer Str. 44 ,13359 Berlin (Mitte),maerchenland@ortefuerkinder.de,,,,,,,,,,,,,,,Nein, ,153,2,54,99,13359,Berlin,Mitte,52.5554342,13.3937532,"Kita Märchenland, 44, Bornholmer Straße, Gesundbrunnen, Mitte, Berlin, 13359, Deutschland"
625279,Kita Piya,Kindertagesstätte,Verein der Eltern aus Kurdistan in Berlin e.V. (Yekmal),(Sonstiger freier Träger),Barfusstr. 13 ,13349 Berlin (Mitte),,,,,,,,,,,,Mehrsprachigkeit,deutsch - kurdisch,,,Nein, ,17,0, , ,13349,Berlin,Mitte,52.5556015,13.3467769,"13, Barfusstraße, Afrikanisches Viertel, Wedding, Mitte, Berlin, 13349, Deutschland"
637229,Kita Gehrenseestraße,Kindertagesstätte,"Trägerwerk Soziale Dienste in Berlin
und Brandenburg gGmbH
(TWSD in BB gGmbH)",(Sonstiger freier Träger),Gehrenseestr. 99 ,13053 Berlin (Lichtenberg),info@twsd-bb.de,,,,,,,,,,,,,,,Nein, ,50,0, , ,13053,Berlin,Lichtenberg,52.55622,13.5268055,"Gehrenseestraße, Neu-Hohenschönhausen, Lichtenberg, Berlin, 13057, Deutschland"
369129,Kita Der Kleine Muck,Kindertagesstätte,"dtz-bildung & qualifizierung 
gemeinnützige GmbH",(Sonstiger freier Träger),Koloniestr. 7 - 8,13357 Berlin (Mitte),,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,,,,,,,Nein, ,32,0,12,20,13357,Berlin,Mitte,52.5564357,13.3770583,"Koloniestraße, Gesundbrunnen, Mitte, Berlin, 13357, Deutschland"
2060,"""Villa Seegarten""",Kindertagesstätte,Kindergärten NordOst,(Eigenbetrieb),Große Seestr. 5 ,13086 Berlin (Pankow),kindergarten.grosse-seestrasse@kigaeno.de,,Mo 06:30-17:30,Di 06:30-17:30,Mi 06:30-17:30,Do 06:30-17:30,Fr 06:30-17:30,,,,,,,,,Nein, ,50,0,21,29,13086,Berlin,Pankow,52.5566413,13.4648347,"5, Große Seestraße, Holländerviertel, Weißensee, Pankow, Berlin, 13086, Deutschland"
452,Kita Bernkasteler Str. 9/10/Kigä NordOst,Kindertagesstätte,Kindergärten NordOst,(Eigenbetrieb),Bernkasteler Str. 9 ,13088 Berlin (Pankow),kindergarten.bernkasteler-strasse@kigaeno.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,,,,,Nein, ,140,0,52,88,13088,Berlin,Pankow,52.5566518,13.471478,"9, Bernkasteler Straße, Weißensee, Pankow, Berlin, 13088, Deutschland"
462179,Kita - Die Bärenbande,Kindertagesstätte,"""Die Bärenbande"" e. V.",(Sonstiger freier Träger),Soldiner Str. 70 /71,13359 Berlin (Mitte),diebarenbande@yahoo.de,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,,,,,,,Nein, ,25,0,9,16,13359,Berlin,Mitte,52.5569339,13.3925882,"Soldiner Straße, Soldiner Kiez Gebiet, Gesundbrunnen, Mitte, Berlin, 13359, Deutschland"
586229,Kita Die Bärenbande,Kindertagesstätte,"""Die Bärenbande"" e. V.",(Sonstiger freier Träger),Soldiner Str. 65 /66,13359 Berlin (Mitte),diebarenbande@yahoo.de,,,,,,,,,,,,,,,Nein, ,30,0, , ,13359,Berlin,Mitte,52.5569339,13.3925882,"Soldiner Straße, Soldiner Kiez Gebiet, Gesundbrunnen, Mitte, Berlin, 13359, Deutschland"
544,Kita Haveleck,Kindertagesstätte,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,(Sonstiger freier Träger),Ruppiner-See-Str. 74 ,13599 Berlin (Spandau),kita-haveleck@fippev.de,www.fippev.de/spektesee,Mo 06:30-17:00,Di 06:30-17:00,Mi 06:30-17:00,Do 06:30-17:00,Fr 06:30-17:00,,,,,,,,,Nein, ,110,2,43,67,13599,Berlin,Spandau,52.5570912,13.2295646,"74, Ruppiner-See-Straße, Haselhorst, Spandau, Berlin, 13599, Deutschland"
1103,EKG - Schwanter Weg 3,Eltern-Kind-Gruppe,Ev. Kirchengemeinde Radeland,(Diakonisches Werk),Schwanter Weg 3 ,13589 Berlin (Spandau),gemeinde_buero@wichern-radelandgemeinde.de,,Mo 08:00-13:00,Di 08:00-13:00,Mi 08:00-13:00,Do 08:00-13:00,Fr 08:00-13:00,,,,,,,,,Ja, ,15,24,0,15,13589,Berlin,Spandau,52.5589552,13.1822609,"3;5, Schwanter Weg, Hakenfelde, Spandau, Berlin, 13589, Deutschland"
642,Ev. Kita Kornelius,Kindertagesstätte,"Ev. Kirchenkreisverband 
für Kindertageseinrichtungen Berlin Mitte-Nord
",(Sonstiger freier Träger),Dubliner Str. 29 ,13349 Berlin (Mitte),kornelius-kita@evkvbmn.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,,,,,Nein, ,55,0,0,55,13349,Berlin,Mitte,52.5591816,13.3442124,"29, Dubliner Straße, Afrikanisches Viertel, Wedding, Mitte, Berlin, 13349, Deutschland"
2636,Kita Albatros,Kindertagesstätte,Albatros gemeinnützige Gesellschaft für soziale und gesundheitliche Dienstleistungen mbH,(Sonstiger freier Träger),Toblacher Str. 42 ,13187 Berlin (Pankow),v.lieschke@albatrosggmbh.de,www.albatrosggmbh.de,,,,,,,,,,,,,,Nein, ,35,0,10,25,13187,Berlin,Pankow,52.5591905,13.4095845,"42, Toblacher Straße, Pankow, Berlin, 13187, Deutschland"
321179,Kindertagesstätte Fiorino,Kindertagesstätte,FamilienZitadelle gemeinnützige GmbH,(Sonstiger freier Träger),Prinzenallee 45C ,13359 Berlin (Mitte),fiorino@familienzitadelle.de,,Mo 07:00-16:30,Di 07:00-16:30,Mi 07:00-16:30,Do 07:00-16:30,Fr 07:00-16:30,,,,,,,,,Nein, ,33,0,10,23,13359,Berlin,Mitte,52.5592035,13.3882741,"45C, Prinzenallee, Soldiner Kiez Gebiet, Gesundbrunnen, Mitte, Berlin, 13359, Deutschland"
1560,EKT - Klapperkiste,Eltern-Initiativ-Kindertagesstätte,Klapperkiste e. V.,(EKT),Soldiner Str. 33 ,13359 Berlin (Mitte),didihoff@t-online.de,www.kita-klapperkiste.de,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,,,,,Nein, ,19,12,6,13,13359,Berlin,Mitte,52.5593605,13.3843115,"33, Soldiner Straße, Soldiner Kiez Gebiet, Gesundbrunnen, Mitte, Berlin, 13359, Deutschland"
681,Kita der Ev. Kirchengem. Hoffnung,Kindertagesstätte,Ev. Kirchengemeinde Hoffnung,(Diakonisches Werk),Elsa-Brändström-Str. 36 ,13189 Berlin (Pankow),,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,,,,,Nein, ,45,0,0,45,13189,Berlin,Pankow,52.5595816,13.4193553,"36, Elsa-Brändström-Straße, Pankow, Berlin, 13189, Deutschland"
2214,Kita Matenzeile  2/4/Kigä NordOst,Kindertagesstätte,Kindergärten NordOst,(Eigenbetrieb),Matenzeile 2 4,13053 Berlin (Lichtenberg),kindergarten.matenzeile@kigaeno.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Körper und Bewegung,,,,,,Nein, ,165,0,70,95,13053,Berlin,Lichtenberg,52.5601275,13.5128406,"Matenzeile, Neu-Hohenschönhausen, Lichtenberg, Berlin, 13053, Deutschland"
175129,Kita Pankower Pixxel,Kindertagesstätte,Kita Pankower Pixxel gGmbH,(Sonstiger freier Träger),Selma-Lagerlöf-Str. 4 ,13189 Berlin (Pankow),kontakt@pankowerpixxel.de,,,,,,,,,,,,,,,Nein, ,22,0,14,8,13189,Berlin,Pankow,52.5608856,13.4260875,"4, Selma-Lagerlöf-Straße, Pankow, Berlin, 13189, Deutschland"
631229,Kita Hakuna Matata,Kindertagesstätte,"LebensWelt Kindertagesstätte
Amendestraße gGmbH",(Sonstiger freier Träger),Scharnweberstr. 50 /51,13405 Berlin (Reinickendorf),,,,,,,,,,,,,,,,Nein, ,50,0, , ,13405,Berlin,Reinickendorf,52.5613399,13.3326377,"Scharnweberstraße, Afrikanisches Viertel, Wedding, Mitte, Berlin, 13405, Deutschland"
1504,EKT - Die Entdecker (1),Eltern-Initiativ-Kindertagesstätte,Die Entdecker e.V.,(EKT),Holländerstr. 14 ,13407 Berlin (Reinickendorf),,,,,,,,,,,,,,,,Nein, ,16,0,0,16,13407,Berlin,Reinickendorf,52.5620051,13.3605771,"14, Holländerstraße, Reinickendorf, Berlin, 13407, Deutschland"
100001,EKT - Die Entdecker (2),Eltern-Initiativ-Kindertagesstätte,Die Entdecker e.V.,(EKT),Holländerstr. 23 ,13407 Berlin (Reinickendorf),,,,,,,,,,,,,,,,Nein, ,15,0,0,15,13407,Berlin,Reinickendorf,52.5621712,13.3576691,"23, Holländerstraße, Reinickendorf, Berlin, 13407, Deutschland"
578229,EKT - Die Entdecker (III),Eltern-Initiativ-Kindertagesstätte,Die Entdecker e.V.,(EKT),Holländerstr. 23 ,13407 Berlin (Reinickendorf),die-entdecker@arcor.de,,,,,,,,,,,,,,,Nein, ,14,0, , ,13407,Berlin,Reinickendorf,52.5621712,13.3576691,"23, Holländerstraße, Reinickendorf, Berlin, 13407, Deutschland"
664229,Kinderland Ferndinand,Eltern-Initiativ-Kindertagesstätte,Himmel und Erde Pankow e. V.,(Sonstiger freier Träger),Brehmestr. 35 ,13187 Berlin (Pankow),info@kinderland-ferdinand.de,,,,,,,,,,,,,,,Ja, ,25,0, , ,13187,Berlin,Pankow,52.5622955,13.4026168,"35, Brehmestraße, Pankow, Berlin, 13187, Deutschland"
2688,EKT Auenland,Eltern-Initiativ-Kindertagesstätte,Auenland e. V.,(EKT),Brehmestr. 60 ,13187 Berlin (Pankow),info@kita-auenland.de,www.kita-auenland.de,Mo 07:30-17:00,Di 07:30-17:00,Mi 07:30-17:00,Do 07:30-17:00,Fr 07:30-16:30,,,,,,,,,Nein, ,20,18,4,16,13187,Berlin,Pankow,52.5637421,13.3958688,"60, Brehmestraße, Pankow, Berlin, 13187, Deutschland"
173129,EKT Stadtkinder,Eltern-Initiativ-Kindertagesstätte,Stadtkinder Pankow e. V.,(Sonstiger freier Träger),Rettigweg 4 ,13187 Berlin (Pankow),,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,,,,,,,Nein, ,14,0,0,14,13187,Berlin,Pankow,52.56388525,13.3963299594,"4, Rettigweg, Pankow, Berlin, 13187, Deutschland"
